,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.06255386215661352,-0.07337269471208452,-0.03333358112738072,0.9347724722812074,-0.7013328990168586,0.7477932928671069,-0.8571663033057699,-0.047890995836945116,-0.8584181050000783,0.3850998390781568,-0.38867217904341755,0.73418453001948,-0.2885817428739632,-0.12606212219228952,0.7543421772647829,0.36085681623146804,0.5145824601932381,-0.34712199903576946,-0.3147806215770288,-0.9097177678944606,-0.5307932928498886,0.08582103628250248,-0.03673888208746634,-0.37208533390538645,-0.0035757382039081076,-0.5872604722481101,0.20398490812951842,-0.33384071777712365,0.5402472214949536,-0.5880524002382255,0.38627534164367483,-0.607575719045492,-0.578583211430014,0.7795406471182607,-0.6041432762013057,-0.7744946063560745,-0.8193670102900057,-0.6661145546478779,0.8974296764037446,-0.3451525578884642,-0.9775981704670165,-0.09712827872303187,-0.4003058524906131,-0.6061910299921873,-0.9828082593617073,0.3387490737923011,0.9582381034817447,0.635703386877875,-0.7429414777184971,-0.48571514855021847,0.8844124206570059,0.21756161889534176,0.5673813389213611,0.7840420627028357,0.7077920390138195,0.1719603553295026,-0.1009239718667101,-0.7615633063346878,-0.46152442265106175,0.6793932736305985,-0.6925624849458873,-0.40816735859219766,-0.8859745636273866,0.09980474246590365,-0.3220354505186618,-0.005584818082522425,-0.8732023268118279,-0.1391887438451953,-0.2838363725595363,0.05636581796339768,-0.9288997256884848,-0.1446427145393283,0.9236247606580102,-0.166609573287601,0.4811564493424158,-0.5846394926747959,0.22863264926624488,0.06528030574505343,-1.3597779201791875,1.3273078293894447
1,0x0400,0xFB4E,0xFDDE,0x3BD3,0xD31E,0x2FDB,0xC925,0xFCF0,0xC910,0x18A5,0xE720,0x2EFC,0xED88,0xF7EF,0x3047,0x1718,0x20EE,0xE9C9,0xEBDB,0xC5C8,0xDE08,0x057E,0xFDA7,0xE830,0xFFC6,0xDA6B,0x0D0E,0xEAA3,0x2293,0xDA5E,0x18B8,0xD91E,0xDAF9,0x31E3,0xD956,0xCE6F,0xCB90,0xD55F,0x396F,0xE9EA,0xC170,0xF9C9,0xE662,0xD935,0xC11A,0x15AE,0x3D53,0x28AF,0xD074,0xE0EB,0x389A,0x0DEC,0x244F,0x322D,0x2D4C,0x0B01,0xF98B,0xCF43,0xE277,0x2B7B,0xD3AE,0xE5E1,0xC74D,0x0663,0xEB64,0xFFA5,0xC81E,0xF718,0xEDD6,0x039B,0xC48D,0xF6BF,,,,,,,,
2,0.4564422126760741,0.7893989368797569,0.14122568090399312,-0.32745710901070235,0.2969389384815171,-0.4342898871626959,-0.018149752180542933,0.9788397124399413,-0.01201043329154916,0.05776559931094516,0.44515457201538977,-0.21006917140416181,0.6926648866427327,0.8092037253499023,0.5397361336079003,0.8975482641141932,0.29464098060211796,0.35077383198199774,-0.09932383336212114,0.43001330710125196,-0.0325342847991299,0.8948070720912082,0.6738453067551942,-0.5457258917205223,0.09426332585738972,0.14892892210187614,0.26958426471387287,0.9224512511961269,-0.5766496860970445,0.02955056640767184,0.26643767212184266,0.1389155845552854,-0.639919423980043,-0.43958536160577455,0.7280118078557385,-0.03029533639686366,-0.7664178703889277,0.7767753513230673,-0.558364463204138,-0.19001909207413847,0.8445481807629545,-0.09892194569443791,-0.7259273119414869,0.7545013514936498,0.644054699846988,-0.3422371037490839,-0.9314474245189708,0.46043759525380934,0.4109259715291924,0.7457228634229105,0.7097839939088697,0.3112356204835438,0.7864788807670633,-0.9572641445822241,0.5846395366373571,0.7789117425793664,0.6768054802371506,0.968825459495682,0.5193572997164,-0.3792541988876146,-0.9100486107894568,-0.1375882661745209,0.962228172889406,-0.45897732104199274,-0.43051549111651166,0.5172937217432736,-0.19992038834892645,0.3377833625066631,0.8439941302378835,0.0032653017190489297,-0.4754925515420485,0.6404544215450676,0.9577311417052474,0.7805447492919955,-0.4747441201864552,-0.23016101810164957,-0.6081933890098801,1.2654693824341607,1.0536012088631783,-1.5421551243312501
3,0x1D36,0x3285,0x0909,0xEB0B,0x1301,0xE435,0xFED7,0x3EA5,0xFF3C,0x03B2,0x1C7D,0xF28F,0x2C54,0x33C9,0x228B,0x3971,0x12DB,0x1673,0xF9A5,0x1B85,0xFDEB,0x3944,0x2B20,0xDD13,0x0608,0x0988,0x1140,0x3B09,0xDB19,0x01E4,0x110D,0x08E3,0xD70C,0xE3DE,0x2E97,0xFE10,0xCEF4,0x31B6,0xDC44,0xF3D7,0x360D,0xF9AC,0xD18B,0x3049,0x2938,0xEA19,0xC464,0x1D77,0x1A4C,0x2FB9,0x2D6D,0x13EB,0x3255,0xC2BD,0x256A,0x31D9,0x2B50,0x3E01,0x213D,0xE7BB,0xC5C2,0xF732,0x3D95,0xE2A1,0xE473,0x211B,0xF335,0x159E,0x3603,0x0035,0xE192,0x28FD,,,,,,,,
4,0.6400009182828337,-0.26046554853564463,0.05512107645215547,0.5004751332117088,0.036227151857973094,0.9113364237666133,0.5889544247353202,0.46428587189029,-0.9904862910161347,-0.9102614077221971,0.28792886717794897,0.5154861487195812,0.8898694641907783,-0.9613095698265657,0.8027777270823311,-0.17698439126671128,0.5696825614731504,-0.8845959271380548,-0.09136354966145577,-0.6079820472785067,0.5686133167960057,0.4621021939655132,-0.19016443470643618,-0.3809297823547695,-0.8085349887432598,-0.7071599048881463,-0.6167595292853205,-0.9863498598734488,-0.2368343449651369,-0.1416572176835158,0.0899880642546167,-0.9782952668046985,-0.3462831589915234,-0.4443097771228537,0.3943343263407666,-0.7433842095318384,-0.23988932189521495,0.8213338564810106,0.2905131063621449,-0.22147811377027438,-0.6807051772499657,0.21991903800902124,-0.49159175924934173,0.7482507075174658,0.0034102065663068615,-0.9864594163565983,-0.6938340598539781,0.2693613873460021,-0.48362835787462943,-0.43840821385988216,-0.34841367682473945,0.924636722721986,0.9526499947285954,0.29590459391060797,-0.047876661874847626,0.9109288581713713,0.4445045849804685,0.35380421167697906,-0.194014464544761,-0.03462425280279091,-0.30725859864576255,0.09272651238475849,0.16950978462462252,-0.7969320146921033,-0.6827432207752666,-0.031015414245245898,-0.2895602952702885,-0.20928899327564987,0.4623845874189698,-0.965879732088321,0.13276619719673333,-0.8138818880686902,-1.7127537802137804,2.103819081540531,-0.10644425846906555,1.794455336813952,-0.3938020046946511,1.08670270234067,-0.34190060307082737,0.18844888743330912
5,0x28F5,0xEF55,0x0387,0x2007,0x0251,0x3A53,0x25B1,0x1DB6,0xC09C,0xC5BF,0x126D,0x20FD,0x38F3,0xC27A,0x3360,0xF4AD,0x2475,0xC763,0xFA28,0xD917,0x2464,0x1D93,0xF3D5,0xE79F,0xCC41,0xD2BE,0xD888,0xC0E0,0xF0D8,0xF6F0,0x05C2,0xC164,0xE9D7,0xE391,0x193C,0xD06D,0xF0A6,0x3490,0x1297,0xF1D4,0xD470,0x0E13,0xE08A,0x2FE3,0x0037,0xC0DE,0xD399,0x113D,0xE10D,0xE3F2,0xE9B4,0x3B2D,0x3CF8,0x12F0,0xFCF0,0x3A4C,0x1C72,0x16A4,0xF396,0xFDC9,0xEC56,0x05EF,0x0AD9,0xCD00,0xD44E,0xFE04,0xED78,0xF29C,0x1D97,0xC230,0x087F,0xCBEA,,,,,,,,
6,-0.9762725113636761,0.6847824721526161,-0.34773140749688447,0.5311347022469461,0.5056149516517543,-0.8520276362914405,-0.7376130290790235,0.8094875008123015,0.8579951566253536,0.9953483747985581,0.5547184350690124,-0.487913855814772,-0.4438808276786721,0.7987237044447024,0.09681388527675838,-0.8816858718107956,-0.7141018922604823,-0.8457514374412178,-0.15753100262287556,0.36991834844363125,-0.5997785317570659,0.06857909715869104,0.49441649561292644,-0.290600255998978,0.7273802572214894,-0.5686355080628409,-0.23582058129343286,0.4268755832682618,0.9747006484432672,0.9815006183771322,-0.19177627628793803,0.9515594921899257,0.9934872476841086,0.44394037080800164,0.11611015807698233,0.8995028342717599,-0.31475004272502694,-0.020377743625497713,0.19638211509633963,-0.7805534807911538,0.9179108506776359,0.7044918020462618,-0.17649720328601926,0.12186816892433816,0.7248853118069878,-0.7089663885505268,-0.16856872053331506,-0.390026922057795,0.6714035677347436,0.9033623772581199,-0.675954599643686,-0.38688957973418026,-0.4149930820364429,-0.34268019393756033,-0.1266744481907225,-0.3300092716185403,0.11854982035289785,-0.7457454263070833,0.21487821787445038,-0.08110159167439579,-0.8915109343714531,-0.7894305770877796,0.310648960546025,-0.19670178518755788,-0.3239244390287652,0.612994391602216,-0.4707987220793579,-0.6212246967882431,0.8363752066058912,0.4715741047352815,-0.05083820376950454,0.653119059738503,1.1570441251319254,-0.20120041627739838,-1.1269944316854208,1.170948688306731,-1.4557765490548733,0.16768453448597798,0.17707149619024967,-1.8084962063397978
7,0xC185,0x2BD3,0xE9BF,0x21FE,0x205B,0xC979,0xD0CB,0x33CE,0x36E9,0x3FB3,0x2380,0xE0C7,0xE398,0x331E,0x0632,0xC793,0xD24D,0xC9E0,0xF5EC,0x17AC,0xD99E,0x0463,0x1FA4,0xED67,0x2E8D,0xDB9C,0xF0E9,0x1B51,0x3E61,0x3ED0,0xF3BA,0x3CE6,0x3F95,0x1C69,0x076E,0x3991,0xEBDC,0xFEB3,0x0C91,0xCE0C,0x3ABF,0x2D16,0xF4B5,0x07CC,0x2E64,0xD2A1,0xF537,0xE70A,0x2AF8,0x39D0,0xD4BE,0xE73E,0xE571,0xEA12,0xF7E5,0xEAE2,0x0796,0xD046,0x0DC0,0xFAD0,0xC6F2,0xCD7A,0x13E1,0xF36A,0xEB45,0x273B,0xE1DF,0xD83E,0x3587,0x1E2E,0xFCC0,0x29CC,,,,,,,,
8,0.5584499369202083,0.1500501475850966,0.910928090886207,0.0431279366976578,-0.6405500451722139,0.6420682811176275,-0.8944226221298435,-0.537230411143826,0.2939445727959009,-0.09422733318200383,0.0013465279504185634,-0.5557038214380994,0.7366247249792535,-0.8654467808438153,-0.9908267709090304,-0.2785455476054972,-0.2385635903889658,0.02800899853535621,-0.3810759812878928,0.2990969178023166,-0.5872159108992072,-0.5803822147523203,-0.2999007990986997,-0.3617925250263636,0.9795100604283826,0.019863726475445986,0.8894395397790049,0.2774765390470624,0.8164317749858077,0.48776167961856487,-0.3009639042504053,0.7409441507396921,-0.23296117019917784,0.7380769210751115,-0.9681955496130457,-0.32020645070167286,0.45220643318161646,0.32954381320897896,0.6624295582446487,-0.9442214615495583,-0.29200331222255205,0.7805479598477347,-0.7604650756693199,0.9774651839165476,-0.36983925673790363,-0.5171227898493713,-0.5341780421709694,-0.06788767331725598,0.3482444806346685,0.6618289741271977,0.11466962084319077,-0.12173046300317125,0.24635294577770805,-0.3970840701182339,0.9491940568495016,-0.5459275276401665,-0.41806345828032776,0.8269857344762215,0.6293086441316038,0.4302541103865196,-0.2732963037827152,0.4887913744459278,0.7046735309859493,-0.12280869498085534,-0.5907660676414785,0.5747669789889882,0.8197722678138022,-0.8936207141025654,0.5803743606310663,0.9781957249339279,0.736978663324052,-0.763719773804916,0.47197689046866,-0.6666646309847379,-1.2758856458239851,0.07721957720867029,1.848415472570664,-1.9380756594471433,1.248472664810581,1.786347837524961
9,0x23BD,0x099A,0x3A4C,0x02C2,0xD702,0x2917,0xC6C2,0xDD9F,0x12CF,0xF9F9,0x0016,0xDC70,0x2F24,0xC89D,0xC097,0xEE2D,0xF0BC,0x01CA,0xE79D,0x1324,0xDA6C,0xDADC,0xECCF,0xE8D9,0x3EB0,0x0145,0x38EC,0x11C2,0x3440,0x1F37,0xECBE,0x2F6B,0xF118,0x2F3C,0xC20A,0xEB82,0x1CF0,0x1517,0x2A65,0xC392,0xED50,0x31F4,0xCF55,0x3E8E,0xE855,0xDEE8,0xDDD1,0xFBA8,0x1649,0x2A5B,0x0756,0xF836,0x0FC4,0xE697,0x3CBF,0xDD10,0xE53F,0x34ED,0x2846,0x1B89,0xEE83,0x1F48,0x2D19,0xF824,0xDA31,0x24C8,0x3477,0xC6CF,0x2524,0x3E9A,0x2F2A,0xCF20,,,,,,,,
